Heading,Source,Date,Symbol
Bajaj Finance surges over 5% on steady Q2 earnings; profit zooms 13%,Business Standard,23 Oct 2024,BAJFINANCE
"Bajaj Finance Q2 results preview: NII may jump by up to 28% YoY on loan growth, NIMs to decline sequential",The Economic Times,21 Oct 2024,BAJFINANCE
"Bajaj Finance Q2 Results: Net profit surges 80% to ₹5,613 crore, AUM rises 29% YoY; 5 key highlights",Mint,22 Oct 2024,BAJFINANCE
Bajaj Finserv shares in focus ahead of Q2FY25 earnings today,The Economic Times,23 Oct 2024,BAJFINANCE
Bajaj Housing Finance gains 4% on strong Q2FY25 results; profit rises 21%,Business Standard,22 Oct 2024,BAJFINANCE
Q2 Results 2024 Highlights: Bajaj Housing Finance net profit up 21% YoY; UltraTech net profit slips by 36%,Moneycontrol,21 Oct 2024,BAJFINANCE
