Heading,Source,Date,Symbol
Announcements Updates: Announcement under Regulation 30 (LODR)-Change in Directorate,The Economic Times,19 Jul 2024,HDFCLIFE
HDFC Life Insurance Q1 net profit jumps 15% on-year to Rs 479 crore; meets estimates,Moneycontrol,15 Jul 2024,HDFCLIFE
"HDFC Life Q1 Results: Net profit rises 15% to ₹477.65 crore; Net premium income rises 8.9% to ₹12,509.62 crore",Mint,15 Jul 2024,HDFCLIFE
"Q1 Results 2024 Highlights: Jio Financial Services, HDFC Life Insurance, Bank of Maharashtra, SpiceJet, among others to report Q1 numbers today",Financial Express,15 Jul 2024,HDFCLIFE
"HDFC Life's Q1 net profit up 15%; set to raise ₹2,000 crore with NCD issue",CNBC TV18,15 Jul 2024,HDFCLIFE
