Heading,Source,Date,Symbol
ITC Share Price Highlights: ITC Stock Price History,The Economic Times,17 Mar 2025,ITC
"ITC shares approach 52-week low, trading in a range for a year; trend reversal on cards?",Business Today,20 Mar 2025,ITC
ITC Hotels hits 52-week high: 3 reasons fuelling the rally,Financial Express,21 Mar 2025,ITC
"ITC Hotels, Ventive rally up to 6%; hit new highs on healthy outlook",Business Standard,21 Mar 2025,ITC
"ITC Hotels share price zooms 11% to hit 52-week high on buoyant volumes, stock up 21% in one month: Time to buy?",Mint,22 Mar 2025,ITC
