Heading,Source,Date,Symbol
"Bharti Airtel declares dividend, Q4 net profit dips 31% but meets forecast",CNBC TV18,14 May 2024,BHARTIARTL
Airtel’s Q4 profit dragged down 31% on forex losses,Mint,14 May 2024,BHARTIARTL
"Bharti Airtel Q4 preview: Net profit seen lower, revenue likely to rise 8% to Rs 38,736 crore",Moneycontrol,13 May 2024,BHARTIARTL
"Stock recommendations by analyst for May 16: Bharti Airtel, BPCL and Angel One",BUSINESS TODAY,16 May 2024,BHARTIARTL
"Bharti Airtel stock top Nifty gainer, jumps 3%; brokerages raise target prices on tariff hike, ARPU...",Moneycontrol,16 May 2024,BHARTIARTL
"Bharti Airtel Q4 results: Net profit declines 31% to ₹2,072 crore; 4 key highlights from earnings",Mint,14 May 2024,BHARTIARTL
